headline,guardian_keywords,esg_category
François Hollande in Philippines for climate change push ,"['environment', 'climate change']",environmental
Kigali deal on HFCs is big step in fighting climate change ,"['climate change', 'climate change']",environmental
Paris climate goal will be 'difficult if not impossible to hit' ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
Nuclear power? Yes please. Hinkley Point? No thanks | George Monbiot  @GeorgeMonbiot,"['environment', 'waste']",environmental
Ice-free Arctic summers now very likely even with climate action ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
Ikea Group plans €1bn investment in recycling companies and forests ,"['renewable energy', 'environment']",environmental
"Shrinking glaciers: Mont Blanc from the air, 100 years on ","['climate change', 'environment']",environmental
Renewed calls for UK to tackle toxic air ahead of high court hearing ,"['air pollution', 'pollution', 'environment']",environmental
Orchids are woven through Chinese culture. What happens if they vanish? ,"['environment', 'climate change']",environmental
"Wind turbine collisions killing hundreds of UK bats each month, study finds ","['environment', 'renewable energy']",environmental
"No fracking, drilling or digging: it’s the only way to save life on Earth | George Monbiot ","['renewable energy', 'environment', 'climate change', 'greenhouse gas emissions']",environmental
Fukushima grapples with toxic soil that no one wants ,"['environment', 'waste']",environmental
Climate change is pushing Central American migrants to the US | Lauren Markham ,"['climate change', 'environment']",environmental
"The study recommends Ecoleaf, Essential, Traidcraft and Who Gives A Crap (the recycled paper version). ","['recycling', 'environment', 'waste']",environmental
Pope’s adviser says Covid has highlighted ‘existential’ climate risk ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
VW postpones release of financial results due to diesel emissions scandal ,"['greenhouse gas emissions', 'climate change', 'environment']",environmental
Australia bushfires: PM's climate stance criticised as thousands flee blazes ,['climate change'],environmental
Pollutionwatch: hazy air of cities 'reducing solar panel efficiency' ,"['air pollution', 'greenhouse gas emissions', 'pollution', 'renewable energy', 'environment']",environmental
‘I drank the water and ate the fish. We all did. The acid has damaged me permanently’ ,"['pollution', 'environment']",environmental
Tibet's fragile ecosystem is in danger. China must change its flawed environmental policy | Lobsang Sangay ,"['environment', 'climate change']",environmental
South Korea vows to go carbon neutral by 2050 to fight climate emergency ,"['greenhouse gas emissions', 'climate change', 'environment']",environmental
New-sprung: the project turning PPE offcuts into Covid patient mattresses ,"['waste', 'recycling', 'environment']",environmental
"UK environment department using 1,400 disposable coffee cups a day ","['plastics', 'waste', 'environment']",environmental
Johnson's pledges on the environment are worthless. Worse is how cynical they are | George Monbiot ,"['climate change', 'environment']",environmental
Maldives urges rich countries to rapidly ratify Paris climate agreement ,"['environment', 'climate change', 'greenhouse gas emissions']",environmental
Regulators grant environmental permits for Lancashire fracking site ,"['environment', 'pollution']",environmental
Food production shocks 'will happen more often because of extreme weather' ,"['climate change', 'environment']",environmental
"Very few of world’s rivers undamaged by humanity, study finds ","['pollution', 'environment']",environmental
Ten Democratic senators vote with Republicans for Keystone XL pipeline ,"['environment', 'climate change']",environmental
"Paris talks creep towards agreement in final week, but deal could be 'watered down' ","['greenhouse gas emissions', 'climate change', 'environment']",environmental
"Plan to make Glasgow a low emissions city falls short, say campaigners ","['air pollution', 'environment']",environmental
Saudi oil giant Aramco gets go ahead for $1.7 trillion stock listing ,"['climate change', 'environment']",environmental
Global climate strikes: Don’t say you’re sorry. We need people who can take action to TAKE ACTUAL ACTION | First Dog on the Moon ,"['climate change', 'climate change', 'environment']",environmental
Boris Johnson is the last person young Brits would vote for | Lara Spirit ,"['climate change', 'environment', 'climate change']",environmental
"On climate change this government is indifferent to life, in love with death | George Monbiot ","['climate change', 'environment', 'greenhouse gas emissions']",environmental
Is it safe to dump Fukushima waste into the sea? | Karl Mathiesen ,"['waste', 'environment']",environmental
Water-energy-food: can leaders at Davos solve this global conundrum? | Dominic Waughray ,"['greenhouse gas emissions', 'climate change']",environmental
"Exclusive: UK, France and Germany lobbied for flawed car emissions tests, documents reveal ","['pollution', 'environment']",environmental
"From glam macs to Mission: Impossible, America loves London fog | Catherine Shoard ","['pollution', 'environment']",environmental
Mark Carney's key moments at the Bank of England ,['climate change'],environmental
Humans have already used up 2015's supply of Earth's resources – analysis ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
"The government must abandon its fossil fuel power projects. If not, we’ll sue | George Monbiot ","['environment', 'climate change', 'climate change']",environmental
"Climate change drawing squid, anchovies and tuna into UK waters ","['climate change', 'environment']",environmental
Boris Johnson 'held back' negative findings of air pollution report ,"['pollution', 'environment']",environmental
Mystery remains over chemical haze that hit East Sussex coast ,"['air pollution', 'pollution', 'environment']",environmental
